STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,22700000,,
8830.T,3830.473145,1900,3866.342529,68151.83105,0.94,2019-04-19,2019-05-29,25,3.077293395,2.922295083,560.1507364,73383008.28,223.2731642,
4151.T,1874.216553,3700,1888.959717,54549.70703,0.79,2019-04-22,2019-05-31,27,3.258455007,2.847709549,387.8910352,73437557.99,223.5134713,
2384.T,1715.118164,13300,1584.121704,-1742252.917,-7.64,2019-05-15,2019-05-31,12,33.22016204,23.56268342,611.618442,71695305.07,215.8383483,
1878.T,11164.58203,2000,11584.24023,839316.4063,3.76,2019-05-17,2019-06-13,18,21.1315168,11.99076905,621.653092,72534621.48,219.5357774,
9107.T,322.877655,43300,295.6217346,-1180181.354,-8.44,2019-06-05,2019-06-18,8,6.666648923,4.131524818,604.5599,71354440.12,214.3367406,
4921.T,2742.00293,2700,2766.654541,66559.35059,0.9,2019-05-30,2019-06-19,13,20.16775298,15.89326123,665.6714227,71420999.47,214.6299536,
1803.T,849.9625244,16600,836.9004517,-216830.4077,-1.54,2019-06-04,2019-06-25,14,25.75161172,17.62630384,315.9085036,71204169.07,213.6747536,
6988.T,4325.807129,3200,4727.187988,1284418.75,9.28,2019-05-24,2019-07-01,24,4.808677487,3.608596169,627.6484929,72488587.82,219.332986,
2491.T,2371.240234,9700,2304.69458,-645492.8467,-2.81,2019-06-14,2019-07-05,14,18.67416697,11.38527441,479.2112935,71843094.97,216.4894051,
2331.T,735.6578979,14000,697.0499268,-540511.5967,-5.25,2019-06-19,2019-07-10,14,44.00000389,38.56667823,533.233097,71302583.37,214.1082968,
9449.T,1817.562866,3700,1627.232422,-704222.644,-10.47,2019-07-11,2019-07-17,4,72.88062001,71.44365996,210.5316939,70598360.73,211.0059944,
2670.T,1648.853149,8400,1571.999756,-645568.5059,-4.66,2019-06-27,2019-07-19,15,76.92314679,75.69237711,180.2040224,69952792.22,208.1620803,
8309.T,3286.28125,4600,3190.763672,-439380.8594,-2.91,2019-07-01,2019-07-23,16,26.89449687,20.07166501,548.7631954,69513411.36,206.2264818,
9433.T,2395.727295,4200,2465.09375,291339.1113,2.9,2019-06-20,2019-07-29,26,56.99942397,45.12654435,634.0041041,69804750.47,207.509914,
8801.T,2403.275879,9300,2281.838379,-1129368.75,-5.05,2019-07-05,2019-07-29,16,29.03401573,24.80043036,506.374674,68675381.72,202.5347213,
4063.T,1937.842773,2900,2116.809375,519003.1445,9.24,2019-07-23,2019-08-02,8,44.06048252,39.94413594,615.3136376,69194384.87,204.8210787,
6861.T,32791.96875,300,29861.66602,-879090.8203,-8.94,2019-07-24,2019-08-05,8,46.91090163,40.56993933,623.9298545,68315294.05,200.9484319,
4091.T,2058.232666,1900,2057.295166,-1781.25,-0.05,2019-07-19,2019-08-09,15,23.86607783,17.43956813,591.9371483,68313512.8,200.940585,
2587.T,4117.518555,6000,4191.291992,442640.625,1.79,2019-07-30,2019-08-19,14,13.08421142,8.711044506,523.2017985,68756153.42,202.8905437,
3148.T,2177.651123,3400,2186.165527,28948.97461,0.39,2019-08-09,2019-08-19,6,19.78139558,15.75208509,713.182961,68785102.4,203.0180722,
3289.T,529.4771118,15200,570.7463989,627293.1641,7.79,2019-08-14,2019-09-03,14,25.55561467,24.07455179,618.3717876,69412395.56,205.7814782,
4716.T,7989.370117,4300,7937.770996,-221876.2207,-0.65,2019-08-19,2019-09-09,15,51.64191785,39.84844958,654.1553104,69190519.34,204.80405,
6146.T,6102.782552,1600,6130.735026,44723.95833,0.46,2019-08-16,2019-09-10,17,32.37890459,25.6708165,635.0344513,69235243.3,205.0010718,
8795.T,853.0126953,19400,1002.649292,2902949.976,17.54,2019-08-20,2019-09-11,16,13.6190363,8.636088988,502.4028391,72138193.27,217.7893977,
6728.T,4074.071289,2100,4202.388672,269466.5039,3.15,2019-09-03,2019-09-12,7,54.39821958,40.32893658,676.8631306,72407659.78,218.9764748,
3092.T,2005.414795,9700,2274.840332,2613427.71,13.43,2019-09-11,2019-09-12,1,43.72369277,37.02102405,485.9285921,75021087.49,230.4893722,
8572.T,336.6373901,100,374.14328,3750.588989,11.14,2019-08-22,2019-09-18,19,18.78775389,17.49081339,149.3100468,75024838.08,230.5058946,
9508.T,975.9465332,1100,986.6418457,11764.84375,1.1,2019-09-13,2019-09-24,7,64.50572703,47.51231102,98.81804337,75036602.92,230.5577221,
9843.T,14903.72266,2000,15257.99609,708546.875,2.38,2019-09-12,2019-09-25,9,56.57774242,48.56447207,566.8686911,75745149.8,233.679074,
4568.T,2134.880371,4600,2166.051025,143385.0098,1.46,2019-09-10,2019-09-26,12,40.09609902,36.91736399,683.5785346,75888534.81,234.310726,
3923.T,783.5971069,100,796.0352173,1243.811035,1.59,2019-09-19,2019-10-01,7,43.6797056,31.57094328,143.0750409,75889778.62,234.3162054,
4091.T,1955.133667,17500,2100.612793,2545884.705,7.44,2019-09-09,2019-10-02,16,17.09677495,15.65971483,488.5786481,78435663.32,245.5315565,
4307.T,2069.748779,4800,2087.887939,87067.96875,0.88,2019-09-26,2019-10-04,5,54.34162121,46.28480414,608.2282615,78522731.29,245.9151158,
6479.T,1728.63623,27000,1734.356934,154458.9844,0.33,2019-10-04,2019-10-10,3,63.26648593,58.42421396,485.2427746,78677190.28,246.5955519,
3003.T,985.7664185,100,997.1070557,1134.063721,1.15,2019-10-07,2019-10-15,6,91.83890163,87.69235015,138.1157886,78678324.34,246.6005477,
9719.T,1604.295044,600,1570.417358,-20326.61133,-2.11,2019-09-24,2019-10-16,14,60.34214799,48.0894066,479.9952597,78657997.73,246.5110032,
8174.T,942.9020386,32500,968.0745239,818105.7739,2.67,2019-09-25,2019-10-21,16,55.94571693,47.54587557,440.9926582,79476103.5,250.1149934,
5411.T,1136.666992,100,1161.303589,2463.659668,2.17,2019-10-01,2019-10-31,21,66.8841515,62.4384773,418.815212,79478567.16,250.1258465,
5019.T,2635.349609,11900,2707.146484,854382.8125,2.72,2019-10-21,2019-10-31,8,41.53460905,38.20005133,635.4755535,80332949.97,253.8896475,
8058.T,2287.815186,400,2321.708496,13557.32422,1.48,2019-10-16,2019-11-05,14,41.95743352,32.6402608,675.7361183,80346507.3,253.9493714,
5857.T,941.3977051,49700,1089.731567,7372192.957,15.76,2019-10-10,2019-11-06,19,41.96815151,31.31094948,564.0634411,87718700.25,286.4259923,
7733.T,1431.473267,37900,1648.715698,8233488.159,15.18,2019-11-06,2019-11-07,1,55.54346022,41.69565481,613.1816919,95952188.41,322.6968653,46.87521437
3563.T,1856.57959,33600,2089.867188,7838463.281,12.57,2019-11-07,2019-11-13,4,60.42556296,52.9475833,572.603123,103790651.7,357.2275405,
8591.T,1403.90686,100,1455.073486,5116.662598,3.64,2019-10-15,2019-11-14,22,33.64441398,28.02984521,653.7770731,103795768.4,357.2500809,
8056.T,3291.629883,9800,3268.675781,-224950.1953,-0.7,2019-10-31,2019-11-22,16,52.75711043,41.88667658,548.9816679,103570818.2,356.2591108,
9090.T,1151.312622,900,1249.052124,87965.55176,8.49,2019-11-05,2019-11-29,18,20.45456917,13.74526793,438.2357469,103658783.7,356.6466243,
8174.T,939.6896973,100,1012.892822,7320.3125,7.79,2019-11-08,2019-12-03,17,26.30932311,18.12924172,428.5692514,103666104,356.6788724,
4901.T,4841.788574,14500,4832.43457,-135633.0566,-0.19,2019-11-15,2019-12-10,17,55.72729566,43.826948,439.1152071,103530471,356.0813699,
3064.T,1505.909668,10800,1380.254272,-1357078.271,-8.34,2019-11-22,2019-12-13,15,37.57485891,31.6003433,522.0565725,102173392.7,350.1030515,
1893.T,591.7142944,800,600.5722656,7086.376953,1.5,2019-12-05,2019-12-16,7,32.10873279,18.71349271,586.8196004,102180479.1,350.1342691,
7164.T,3952.677002,4000,4299.324219,1386588.867,8.77,2019-11-25,2019-12-17,16,27.71088175,20.2328532,567.4966796,103567067.9,356.2425901,
7269.T,4424.718262,200,4403.316406,-4280.371094,-0.48,2019-12-02,2019-12-23,15,7.595182914,7.241656198,640.8435395,103562787.6,356.2237338,
4689.T,380.9404602,74500,426.5393066,3397114.059,11.97,2019-12-13,2019-12-26,7,21.82610117,14.52707017,560.5809807,106959901.6,371.188994,
2433.T,1613.19812,30800,1576.617432,-1126685.205,-2.27,2019-12-17,2020-01-08,13,31.62017758,27.76553199,645.1352709,105833216.4,366.225623,
8876.T,2865.614746,5700,2917.803223,297474.3164,1.82,2019-12-26,2020-01-09,9,57.14278743,37.19268777,570.0566143,106130690.7,367.5360826,
3141.T,3291.675537,7400,3310.896973,142238.623,0.58,2019-12-20,2020-01-10,12,49.35061783,34.84836812,643.7941892,106272929.4,368.1626844,
4848.T,2332.414063,6700,2341.632813,61765.625,0.4,2019-12-27,2020-01-10,9,70.10572023,53.74294361,630.7395703,106334695,368.4347797,
7550.T,2390.777832,300,2383.980469,-2039.208984,-0.28,2019-12-24,2020-01-16,14,21.06600532,16.71974541,625.7299194,106332655.8,368.4257964,
9503.T,1041.758179,100,1047.720947,596.2768555,0.57,2020-01-22,2020-01-30,4,22.60732126,21.30433518,531.6343436,106333252.1,368.4284232,
3626.T,2106.271729,15600,2071.691162,-539456.8359,-1.64,2020-01-09,2020-01-31,14,37.99988049,21.68640256,584.8654108,105793795.2,366.0519613,
9684.T,5352.646973,13600,5107.199707,-3338082.813,-4.59,2020-01-10,2020-02-03,14,50.00001179,34.65078054,587.4252642,102455712.4,351.3467507,
8174.T,986.0019531,300,1089.083862,30924.57275,10.45,2020-01-17,2020-02-07,13,17.17286524,17.03686748,623.4663296,102486637,351.4829823,
1820.T,2002.62085,100,1981.001343,-2161.950684,-1.08,2020-01-20,2020-02-12,15,46.05573806,35.49030513,655.9567904,102484475,351.4734583,
9532.T,1684.993774,17000,1703.946533,322196.8994,1.12,2020-02-04,2020-02-17,9,5.364088848,3.184197542,557.0967362,102806671.9,352.8928279,
1605.T,867.0077515,18800,876.2626953,173992.9443,1.07,2020-01-31,2020-02-18,12,8.734693466,7.578248739,455.702479,102980664.9,353.6593166,
8282.T,1166.665161,32600,1169.304688,86048.55957,0.23,2020-02-05,2020-02-18,9,13.54165745,10.99443051,541.4591208,103066713.4,354.0383852,
2587.T,4329.357422,7200,3957.339111,-2678531.836,-8.59,2020-02-20,2020-02-27,5,56.27110672,46.20379547,403.6485089,100388181.6,342.2386855,
4901.T,5035.384766,12300,5044.736816,115030.2246,0.19,2020-02-19,2020-03-02,8,20.53690334,13.6209455,616.6112322,100503211.8,342.7454265,
6869.T,6685.709961,3100,6123.060547,-1744213.184,-8.42,2020-03-02,2020-03-09,5,8.095200625,7.25856972,550.5680429,98758998.64,335.061668,
4523.T,7278.65332,2800,6311.597656,-2707755.859,-13.29,2020-03-10,2020-03-13,3,20.30308566,16.31457536,595.6836788,96051242.78,323.1332281,
8591.T,1153.571777,11000,962.437439,-2102477.722,-16.57,2020-03-17,2020-03-19,2,10.58422311,10.38654617,504.091408,93948765.06,313.8712117,
9434.T,1180.777588,16900,1087.693848,-1573115.21,-7.88,2020-03-05,2020-03-24,13,42.2412151,27.64918651,617.2606092,92375649.85,306.9411888,
6702.T,8441.632813,800,9468.75,821693.75,12.17,2020-03-19,2020-03-30,7,9.847046149,8.597859079,620.5580032,93197343.6,310.560985,
4768.T,3909.990479,2000,4384.504395,949027.832,12.14,2020-03-23,2020-03-31,6,23.33571915,15.59007137,682.7468204,94146371.43,314.7417244,
4021.T,3329.386475,3500,3439.798584,386442.3828,3.32,2020-03-25,2020-04-06,8,18.31445272,7.956572697,583.9143686,94532813.81,316.4441137,
9984.T,3675.363281,2400,4238.39209,1351269.141,15.32,2020-03-24,2020-04-10,12,14.19246686,7.768881855,339.2544487,95884082.95,322.3968412,
8035.T,7071.147135,9100,7151.119792,727751.1719,1.13,2020-04-07,2020-04-15,4,63.784724,55.71234573,18.23649464,96611834.13,325.6027935,
6920.T,5387.831055,3900,5554.667969,650663.9648,3.1,2020-04-08,2020-04-15,3,78.77939013,69.39903853,73.69251398,97262498.09,328.4691546,
3880.T,1425.342529,7300,1403.266602,-161154.2725,-1.55,2020-04-10,2020-05-07,16,71.08486017,66.01783748,304.6902537,97101343.82,327.7592239,
4088.T,1352.817383,48200,1361.939575,439689.6729,0.67,2020-04-17,2020-05-07,12,67.71308374,62.8745879,261.5837351,97541033.49,329.6961828,
9069.T,766.5289307,28200,770.1109009,101011.5601,0.47,2020-04-23,2020-05-07,8,78.77844749,77.05548143,150.4720682,97642045.05,330.1411676,
2181.T,71.9659729,200,77.44475555,1095.756531,7.61,2020-04-30,2020-05-12,7,82.02666208,68.02490964,149.3447799,97643140.81,330.1459947,
7956.T,3700.552002,8800,3714.106934,119283.3984,0.37,2020-05-11,2020-05-21,8,31.53440081,21.1686107,522.2219406,97762424.21,330.6714723,
4523.T,7006.586426,7000,8088.59668,7574071.777,15.44,2020-05-08,2020-06-03,18,41.56615151,33.27161528,476.9598633,105336496,364.0374272,
2264.T,4329.525391,3700,4171.478516,-584773.4375,-3.65,2020-05-15,2020-06-05,15,61.96980768,51.44393859,544.4687099,104751722.5,361.4613328,
1719.T,579.5493774,100,594.1021729,1455.279541,2.51,2020-05-26,2020-06-05,8,35.81392078,31.07958403,446.574864,104753177.8,361.4677437,
4348.T,2651.250244,12300,2747.345215,1181968.14,3.62,2020-05-25,2020-06-08,10,30.26226234,23.63931835,667.8236696,105935146,366.6746518,
6754.T,2097.350098,27000,2173.734375,2062375.488,3.64,2020-06-03,2020-06-12,7,48.8199567,31.43671847,397.7454283,107997521.5,375.7600064,
7735.T,2337.55957,12600,2084.614502,-3187107.861,-10.82,2020-06-08,2020-06-15,5,40.470603,31.28776984,585.3923487,104810413.6,361.7198837,
3941.T,804.8256836,6500,791.1845703,-88667.23633,-1.69,2020-06-05,2020-06-26,14,58.41738886,46.81426264,436.979225,104721746.4,361.3292791,
4716.T,10459.39355,2400,11494.89063,2485192.969,9.9,2020-06-16,2020-07-14,18,30.72215951,25.56398403,562.5921767,107206939.3,372.2772657,
4568.T,2846.074707,8800,2715.992188,-1144726.172,-4.57,2020-06-23,2020-07-14,13,26.39742268,24.42928032,664.7415776,106062213.2,367.2344192,
9503.T,909.5128784,15400,944.3266602,536132.2388,3.83,2020-06-30,2020-07-20,13,15.45121948,10.57552512,392.5704059,106598345.4,369.5962352,
6988.T,5468.355469,3400,5477.469238,30986.81641,0.17,2020-07-03,2020-07-29,18,38.3334072,35.49918915,623.4017949,106629332.2,369.732741,
5344.T,8023.304688,1600,8947.557617,1478804.688,11.52,2020-06-26,2020-07-31,24,36.66662142,32.66662991,666.6634651,108108136.9,376.2472991,
1417.T,1444.272705,15600,1310.677368,-2084087.256,-9.25,2020-07-20,2020-07-31,9,53.91303942,47.09350997,407.2044007,106024049.6,367.066298,
4062.T,2912.78418,7600,2920.60376,59428.80859,0.27,2020-07-27,2020-08-03,5,43.01312647,37.49584729,393.2033139,106083478.4,367.3280989,
9143.T,2140.703613,8900,2215.651855,667039.3555,3.5,2020-08-03,2020-08-12,7,80.20828554,72.45894103,191.0382634,106750517.8,370.2665983,
2433.T,1156.261963,26300,1255.396484,2607237.915,8.57,2020-07-15,2020-08-14,22,27.14929304,17.13882406,603.7347963,109357755.7,381.7522278,
9759.T,1818.278442,18100,1821.067139,50475.40283,0.15,2020-08-18,2020-08-25,5,38.06766926,31.46528404,549.0968071,109408231.1,381.9745864,
4519.T,4625.574707,4100,4554.020508,-293372.2168,-1.55,2020-08-04,2020-08-26,16,13.7027021,10.68239796,615.1865052,109114858.9,380.6821978,
6544.T,1909.137085,9900,1850.394409,-581552.4902,-3.08,2020-08-05,2020-08-27,16,52.19883765,38.28499207,557.1781811,108533306.4,378.1202926,
6432.T,1786.630615,10400,2001.653931,2236242.48,12.04,2020-08-11,2020-08-28,13,49.52379191,37.03525157,531.4123348,110769548.9,387.971581,
6383.T,3198.813802,6200,3143.381185,-343682.2266,-1.73,2020-08-12,2020-09-02,15,40.00263387,36.96497344,614.5397559,110425866.7,386.4575624,
4527.T,1691.164307,11300,1703.296143,137089.7461,0.72,2020-09-08,2020-09-11,3,57.48991097,52.07695235,332.8919231,110562956.4,387.061482,
4021.T,5297.010742,6200,5045.657715,-1558388.77,-4.75,2020-08-25,2020-09-15,15,30.22632558,18.21069698,357.6578254,109004567.6,380.1963332,
5021.T,1480.974609,13100,1402.611572,-1026555.786,-5.29,2020-08-31,2020-09-23,17,51.98564328,45.32205539,411.6390568,107978011.9,375.6740611,
2503.T,1863.893433,10500,1796.523926,-707379.8218,-3.61,2020-09-02,2020-09-25,17,49.09691345,35.21904049,205.3788059,107270632,372.5578504,
9143.T,2260.1521,13800,2562.286621,4169456.396,13.37,2020-09-18,2020-09-25,5,35.83336699,23.39603801,619.995474,111440088.4,390.9254997,
8439.T,5109.956543,3800,5252.324219,540997.168,2.79,2020-09-03,2020-09-30,19,17.24138869,10.99706654,352.0237807,111981085.6,393.3087471,
6302.T,2271.728027,8500,2282.438965,91042.96875,0.47,2020-09-11,2020-10-06,15,52.07270373,41.98631535,578.7276027,112072128.6,393.7098175,
8570.T,958.1339722,20800,1047.522583,1859283.105,9.33,2020-10-05,2020-10-13,6,63.18664139,46.26611702,550.939558,113931411.7,401.900492,
7956.T,4301.961914,5700,4529.819824,1298790.088,5.3,2020-09-25,2020-10-15,12,27.56754949,18.31339394,564.6382951,115230201.8,407.6220342,
8282.T,1305.097412,18500,1258.229126,-867063.2935,-3.59,2020-09-28,2020-10-19,13,24.27166112,12.88711243,614.9524795,114363138.5,403.8023721,
8604.T,454.0073547,52900,441.2401428,-675385.5103,-2.81,2020-09-29,2020-10-20,13,18.69272514,8.914796257,641.3330714,113687753,400.8271055,
2317.T,449.5039978,48500,451.6265564,102944.0918,0.47,2020-10-13,2020-10-22,7,52.15254933,40.77943808,535.9723699,113790697.1,401.2806038,
8020.T,1143.410889,17000,1083.185669,-1023828.735,-5.27,2020-10-06,2020-10-27,14,36.90737105,34.98295031,567.3756246,112766868.3,396.770345,
3765.T,2132.35498,7500,2436.427002,2280540.161,14.26,2020-10-21,2020-10-27,3,33.52065374,27.07364082,527.1161268,115047408.5,406.8167774,19.90076556
1911.T,1552.158936,15900,1481.36499,-1125623.73,-4.56,2020-10-19,2020-11-10,15,62.79131521,51.1153312,91.91948585,113921784.7,401.8580826,
2371.T,2772.808594,7400,3189.915283,3086589.502,15.04,2020-11-05,2020-11-10,3,37.47860857,29.24711993,625.2049612,117008374.2,415.4553932,
7747.T,3233.74292,6600,3243.602295,65071.875,0.3,2020-11-02,2020-11-18,12,32.75862341,24.39984916,585.2664263,117073446.1,415.7420534,
6920.T,8963.578125,2400,10016.38281,2526731.25,11.75,2020-11-04,2020-11-25,15,44.12902018,37.79975618,597.587816,119600177.4,426.8730281,
6967.T,1758.762573,13500,2058.043701,4040295.227,17.02,2020-11-10,2020-11-25,11,30.25350137,22.98030694,667.0739723,123640472.6,444.6716855,
6902.T,1029.830688,22800,1031.017456,27058.30078,0.12,2020-11-11,2020-11-25,10,59.97330692,47.02314345,526.9277881,123667530.9,444.790885,
8354.T,1610.408447,16700,1653.908936,726458.1543,2.7,2020-10-23,2020-11-30,25,22.52932988,16.13506837,686.1849959,124393989.1,447.9911412,
7974.T,4497.822754,4700,4705.274902,975025.0977,4.61,2020-11-19,2020-12-04,11,28.09685041,24.94162406,167.5915791,125369014.2,452.286406,
4205.T,1234.720337,61200,1300.397095,4019417.578,5.32,2020-11-26,2020-12-10,10,50.24632684,34.42440442,502.855526,129388431.7,469.9930913,
8308.T,334.4962769,200,338.065155,713.7756348,1.07,2020-12-09,2020-12-11,2,54.97274749,54.65479619,407.5266648,129389145.5,469.9962357,
2531.T,1129.572754,1700,1147.078491,29759.75342,1.55,2020-12-02,2020-12-15,9,76.42932301,74.06067021,319.5490643,129418905.3,470.127336,
9983.T,28504.32422,900,27482.125,-919979.2969,-3.59,2020-12-01,2020-12-22,15,78.90172595,71.31329001,321.043223,128498926,466.0745637,
4506.T,1334.710449,100,1228.886963,-10582.34863,-7.93,2020-12-14,2020-12-22,6,33.71793763,22.12741116,594.8136874,128488343.6,466.0279454,
7550.T,2635.022949,8400,2608.574707,-222165.2344,-1,2020-12-04,2020-12-28,15,58.37276009,55.7232111,546.9620588,128266178.4,465.049244,
2702.T,5065.383789,15700,4944.885742,-1891819.336,-2.38,2020-12-11,2021-01-06,16,33.14287853,21.31314207,531.3198774,126374359,456.7152381,
1721.T,2860.195557,600,2932.377197,43308.98438,2.52,2020-12-16,2021-01-08,15,50.00015667,39.86276182,614.2865763,126417668,456.9060266,
2670.T,1430.424561,5900,1498.916138,404100.3052,4.79,2020-12-23,2021-01-08,10,13.64502863,9.751858122,585.9664109,126821768.3,458.6862041,
6506.T,4852.061035,2300,5772.111816,2116116.797,18.96,2020-12-24,2021-01-14,13,34.53335669,26.5558881,674.1032619,128937885.1,468.0083045,
7729.T,4383.021484,7300,4624.535156,1763049.805,5.51,2021-01-06,2021-01-18,8,40.63838174,39.21275135,652.5554108,130700934.9,475.7750438,
5411.T,929.3824463,80000,857.1727295,-5776777.344,-7.77,2021-01-08,2021-01-18,6,48.53820895,30.99927417,624.3165222,124924157.6,450.3266854,
1925.T,2727.072998,3400,2756.219238,99097.2168,1.07,2020-12-28,2021-01-20,16,7.006234466,4.654229779,675.6518595,125023254.8,450.763237,
9684.T,6061.227051,2100,5603.055664,-962159.9121,-7.56,2021-01-14,2021-01-21,5,32.17396945,20.18184515,608.1408974,124061094.9,446.5246471,
3635.T,2168.615723,11500,2244.390625,871411.377,3.49,2021-01-25,2021-02-03,7,23.14470814,18.3920618,741.1599441,124932506.3,450.3634638,
3116.T,1549.014893,16100,1727.995972,2881595.374,11.55,2021-01-21,2021-02-08,12,48.53194801,39.80584779,618.602906,127814101.6,463.0577165,
1959.T,2946.226318,8400,3239.018555,2459454.785,9.94,2021-01-27,2021-02-12,11,33.12820149,31.90766179,539.7081824,130273556.4,473.8923191,
3107.T,1601.055542,16100,1457.462891,-2311841.687,-8.97,2021-02-03,2021-02-19,10,20.75866342,17.36891921,628.3555404,127961714.7,463.7079945,
3549.T,8318.482422,3000,8407.609375,267380.8594,1.07,2021-02-01,2021-02-24,15,8.867291073,8.171380564,513.0452784,128229095.6,464.8858837,
9104.T,681.8705444,35900,792.8995361,3985940.802,16.28,2021-02-02,2021-02-25,15,21.54697792,15.03524282,497.4966505,132215036.4,482.4450943,
6005.T,5974.774902,4500,5318.418457,-2953604.004,-10.99,2021-02-15,2021-02-26,9,65.64569105,50.31617118,536.754494,129261432.4,469.4336229,
6976.T,5559.34082,4300,5007.214355,-2374143.799,-9.93,2021-02-22,2021-02-26,4,36.19996258,29.67023296,562.4341163,126887288.6,458.9748397,
8078.T,2679.299072,10300,2613.571777,-676991.1377,-2.45,2021-02-08,2021-03-03,15,46.93067925,29.0454917,575.7870981,126210297.5,455.9924999,
6323.T,7490.086426,1400,6803.821777,-960770.5078,-9.16,2021-03-01,2021-03-08,5,28.26565433,27.75463464,642.3396893,125249527,451.7600307,
2587.T,3771.946777,2500,3805.496582,83874.51172,0.89,2021-03-05,2021-03-15,6,55.80306398,36.81142352,534.816713,125333401.5,452.1295219,
4506.T,1829.50647,5100,1978.231689,758498.6206,8.13,2021-03-09,2021-03-18,7,53.17543063,35.24677641,620.5659092,126091900.1,455.4709255,
3407.T,1076.704224,6500,1247.926147,1112942.505,15.9,2021-03-03,2021-03-19,12,23.23743739,17.83733566,585.9732678,127204842.6,460.3737559,
4812.T,3623.075684,14800,3920.206299,4397533.105,8.2,2021-02-25,2021-03-23,18,56.5354213,48.31608986,459.6944218,131602375.7,479.7461485,
2371.T,3104.597656,3200,2853.38623,-803876.5625,-8.09,2021-03-18,2021-03-24,4,24.12449573,21.28696698,641.1415247,130798499.1,476.204842,
8698.T,976.6025391,8500,866.2203369,-938248.7183,-11.3,2021-03-19,2021-03-24,3,45.73816149,28.61800858,731.1926985,129860250.4,472.0715878,
8282.T,1335.741943,11500,1386.215332,580443.9697,3.78,2021-03-11,2021-03-25,10,37.50005828,27.2473428,590.7632576,130440694.4,474.6286096,
2264.T,5632.214355,4100,5755.693359,506263.916,2.19,2021-03-25,2021-03-30,3,93.56162145,90.31066212,12.87183694,130946958.3,476.8588472,
4819.T,4154.975098,9600,4548.695801,3779718.75,9.48,2021-03-15,2021-04-06,13,50.14708549,32.72387372,639.6630633,134726677.1,493.5095906,
8088.T,6607.273438,3500,6651.479004,154719.4824,0.67,2021-03-26,2021-04-09,7,80.46333147,74.75930931,99.59625026,134881396.5,494.1911742,
4183.T,3307.516846,7100,3316.820557,66056.34766,0.28,2021-04-09,2021-04-15,4,41.08924241,37.97255271,581.1500359,134947452.9,494.4821713,
3880.T,1874.680786,11900,1882.913818,97973.0835,0.44,2021-03-29,2021-04-19,12,17.88587023,9.597292155,651.2489479,135045426,494.9137708,
7951.T,6018.206543,7500,6114.961914,725665.2832,1.61,2021-04-02,2021-04-19,9,45.99853973,40.15888009,550.7667908,135771091.3,498.1105342,
5393.T,2589.999268,100,2605.607178,1560.791016,0.6,2021-04-05,2021-04-22,12,66.29059654,65.48250892,383.4108541,135772652,498.1174099,
1414.T,4732.045898,9200,4402.237305,-3034239.063,-6.97,2021-04-07,2021-04-28,15,72.10879336,63.36923522,310.3249148,132738413,484.750718,
8273.T,4288.510742,5500,3942.4375,-1903402.832,-8.07,2021-04-15,2021-05-12,19,50.56585515,41.30652185,655.3622965,130835010.1,476.3656835,
6967.T,3311.127686,3900,3029.122559,-1099819.995,-8.52,2021-05-07,2021-05-12,3,46.28303142,35.34207069,665.619307,129735190.2,471.5206615,
6701.T,6024.067383,2300,4899.320801,-2586917.139,-18.67,2021-04-28,2021-05-13,11,22.89854006,18.05420113,686.1583899,127148273,460.1245507,
6302.T,2892.720459,4700,2952.128418,279217.4072,2.05,2021-05-06,2021-05-17,7,42.76924115,40.2807578,462.9565408,127427490.4,461.3545834,
1861.T,2756.9021,24900,2743.208984,-340958.5693,-0.5,2021-04-22,2021-05-19,18,34.60906849,25.28066693,704.4087096,127086531.9,459.8525632,
6134.T,2443.646973,13900,2471.259033,383807.6416,1.13,2021-05-24,2021-06-02,7,15.67589998,10.53340241,466.1879549,127470339.5,461.5433458,
6586.T,4709.893555,7400,4997.260254,2126513.574,6.1,2021-05-20,2021-06-07,12,23.84615944,19.94531212,644.9281016,129596853.1,470.911247,
6273.T,60963.30469,100,63366.94531,240364.0625,3.94,2021-05-14,2021-06-08,16,20.30259805,16.60510801,575.6103215,129837217.1,471.9701195,
3563.T,4638.006836,3800,4667.330566,111430.1758,0.63,2021-05-18,2021-06-08,14,23.69214463,17.09342929,645.9829224,129948647.3,472.4610014,
7735.T,4244.759766,8100,4647.127441,3259178.174,9.48,2021-05-21,2021-06-09,13,12.99872656,11.60232068,645.8044658,133207825.5,486.8186145,
2871.T,2738.198486,8800,2784.801758,410108.7891,1.7,2021-06-08,2021-06-18,7,57.9442852,44.97246159,342.1397096,133617934.3,488.6252611,
8795.T,1398.126587,24600,1271.024048,-3126722.461,-9.09,2021-06-02,2021-06-21,12,84.76147795,74.62982542,247.6963378,130491211.8,474.8511533,
5423.T,1071.655762,35100,986.4849854,-2989494.25,-7.95,2021-06-11,2021-06-21,5,31.81102322,25.08105841,388.8458667,127501717.6,461.6815752,
2264.T,5533.204102,6700,5600.918457,453686.1816,1.22,2021-06-07,2021-06-30,16,19.34419451,11.86150362,460.1045261,127955403.7,463.6801927,
3291.T,2665.419434,6300,2435.891846,-1446023.804,-8.61,2021-06-24,2021-07-08,9,42.01916882,34.85991723,481.3088914,126509379.9,457.3100438,
